reading_id,timestamp,site_id,zone_id,sensor_id,tilt_angle_deg,tilt_rate_deg_hr,crack_width_mm,crack_rate_mm_hr,vibration_ppv_mms,soil_moisture_pct,signal_dbm,sensor_battery_pct,angular_crack_velocity_product,crack_expansion_ratio,moisture_weighted_tilt,hazard_index_H,risk_class
864,2026-02-06T00:00:00.000Z,korba-west-bench,zone-c,SN-101,2.99,0.67,7.9,1.45,3.52,69,-85,82,1.039,0.181,2.063,0.584,Critical
865,2026-02-06T01:00:00.000Z,singareni-s4,zone-d,EX-201,1.52,0,4.03,0.43,0.75,42,-72,65,0,0.104,0.638,0.214,Normal
866,2026-02-06T02:00:00.000Z,jharia-open-pit,zone-c,EX-201,0.35,0.14,2.08,0.3,0.49,45,-81,65,0.056,0.138,0.158,0.148,Normal
867,2026-02-06T03:00:00.000Z,raniganj-south-slope,zone-d,SN-101,2.92,0.77,6.57,1.2,3.16,67,-75,67,1.001,0.18,1.956,0.594,Critical
868,2026-02-06T04:00:00.000Z,singareni-s4,zone-a,PZ-401,0.37,0.13,1.59,0,1.12,18,-72,71,0.013,0,0.067,0.112,Normal
869,2026-02-06T05:00:00.000Z,jharia-open-pit,zone-d,SN-101,0.6,0.07,1.19,0.12,0.21,13,-84,62,0.015,0.093,0.078,0.044,Normal
870,2026-02-06T06:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,1.57,0.26,3.64,0.53,1.85,56,-74,80,0.164,0.142,0.879,0.342,Warning
871,2026-02-06T07:00:00.000Z,singareni-s4,zone-d,SN-101,0.61,0.07,1.4,0.04,0.95,33,-82,73,0.01,0.027,0.201,0.179,Normal
872,2026-02-06T08:00:00.000Z,singareni-s4,zone-d,TL-301,1.81,0.25,3.67,0.38,2.13,62,-64,80,0.12,0.101,1.122,0.283,Normal
873,2026-02-06T09:00:00.000Z,raniganj-south-slope,zone-c,TL-301,3.67,0.7,7.68,1.05,3.55,79,-78,83,0.805,0.135,2.899,0.633,Critical
874,2026-02-06T10:00:00.000Z,raniganj-south-slope,zone-b,EX-201,0.47,0.09,0,0,0.21,25,-76,76,0.009,0,0.117,-0.009,Normal
875,2026-02-06T11:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,2.7,0.74,6.74,1.18,4.16,72,-68,67,0.947,0.173,1.944,0.651,Critical
876,2026-02-06T12:00:00.000Z,korba-west-bench,zone-d,EX-201,1.38,0.29,2.93,0.68,2.69,49,-66,87,0.226,0.224,0.676,0.28,Normal
877,2026-02-06T13:00:00.000Z,jharia-open-pit,zone-d,TL-301,0.11,0.29,0.89,0.39,0.45,26,-77,71,0.142,0.394,0.029,0.156,Normal
878,2026-02-06T14:00:00.000Z,singareni-s4,zone-a,TL-301,4.03,0.84,8.13,1.35,4.06,64,-65,73,1.218,0.164,2.579,0.688,Critical
879,2026-02-06T15:00:00.000Z,jharia-open-pit,zone-c,EX-201,0.05,0,2.1,0.04,0.15,26,-64,92,0,0.018,0.013,0.098,Normal
880,2026-02-06T16:00:00.000Z,korba-west-bench,zone-d,TL-301,1.55,0.29,2.12,0.79,1.67,46,-63,67,0.258,0.356,0.713,0.311,Warning
881,2026-02-06T17:00:00.000Z,korba-west-bench,zone-d,SN-101,1.35,0.41,1.69,0.53,2.27,47,-82,83,0.258,0.296,0.634,0.356,Warning
882,2026-02-06T18:00:00.000Z,raniganj-south-slope,zone-d,EX-201,1.8,0.33,0.66,0.56,1.44,39,-62,90,0.218,0.737,0.702,0.242,Normal
883,2026-02-06T19:00:00.000Z,jharia-open-pit,zone-c,SN-101,0.47,0.03,0,0.12,0,24,-75,98,0.007,1.2,0.113,0.037,Normal
884,2026-02-06T20:00:00.000Z,jharia-open-pit,zone-c,SN-101,0.02,0.17,1.36,0.34,1.02,12,-76,65,0.075,0.233,0.002,0.098,Normal
885,2026-02-06T21:00:00.000Z,jharia-open-pit,zone-b,PZ-401,1.71,0.46,2.72,0.31,1.55,51,-82,98,0.189,0.11,0.872,0.37,Warning
886,2026-02-06T22:00:00.000Z,jharia-open-pit,zone-b,SN-101,0.1,0.07,0,0.21,0.23,20,-62,87,0.022,2.1,0.02,0.015,Normal
887,2026-02-06T23:00:00.000Z,singareni-s4,zone-a,TL-301,2.34,0.6,2.62,0.68,1.91,55,-69,63,0.468,0.25,1.287,0.365,Warning
888,2026-02-07T00:00:00.000Z,jharia-open-pit,zone-c,EX-201,0,0.12,0.82,0.12,0.97,22,-81,67,0.026,0.13,0,-0.031,Normal
889,2026-02-07T01:00:00.000Z,korba-west-bench,zone-c,EX-201,0,0.03,0.58,0.27,0.18,31,-76,91,0.011,0.397,0,0.066,Normal
890,2026-02-07T02:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.25,0.23,2.46,0.33,1.48,20,-71,77,0.099,0.129,0.05,0.165,Normal
891,2026-02-07T03:00:00.000Z,raniganj-south-slope,zone-d,TL-301,0.46,0,0,0.06,1.27,21,-72,76,0,0.6,0.097,0.11,Normal
892,2026-02-07T04:00:00.000Z,jharia-open-pit,zone-c,EX-201,0,0,1.22,0,0.79,31,-71,94,0,0,0,0.097,Normal
893,2026-02-07T05:00:00.000Z,korba-west-bench,zone-d,SN-101,0.01,0.21,1.05,0,1.08,28,-63,90,0.021,0,0.003,0.06,Normal
894,2026-02-07T06:00:00.000Z,jharia-open-pit,zone-d,EX-201,0.55,0.08,0.81,0.07,0,14,-80,88,0.014,0.077,0.077,0.075,Normal
895,2026-02-07T07:00:00.000Z,singareni-s4,zone-c,PZ-401,1.18,0.04,0,0.11,0.82,29,-82,78,0.008,1.1,0.342,0.112,Normal
896,2026-02-07T08:00:00.000Z,raniganj-south-slope,zone-b,TL-301,0.81,0.03,2.08,0.23,1.29,34,-75,82,0.01,0.106,0.275,0.146,Normal
897,2026-02-07T09:00:00.000Z,korba-west-bench,zone-c,TL-301,1.48,0.3,3.74,0.58,2.22,38,-65,60,0.204,0.151,0.562,0.248,Normal
898,2026-02-07T10:00:00.000Z,singareni-s4,zone-b,SN-101,0.97,0,0.85,0.36,0.75,29,-62,91,0,0.379,0.281,0.167,Normal
899,2026-02-07T11:00:00.000Z,jharia-open-pit,zone-a,TL-301,1.79,0,3.59,0.51,2.23,52,-80,96,0,0.138,0.931,0.292,Normal
900,2026-02-07T12:00:00.000Z,raniganj-south-slope,zone-b,TL-301,0.14,0.17,0,0.07,1.21,26,-72,61,0.029,0.7,0.036,0.052,Normal
901,2026-02-07T13:00:00.000Z,jharia-open-pit,zone-c,TL-301,0.82,0.11,0.34,0.01,0.84,28,-68,90,0.012,0.023,0.23,0.08,Normal
902,2026-02-07T14:00:00.000Z,jharia-open-pit,zone-c,EX-201,1.21,0.31,4.35,0.36,2.09,51,-69,97,0.143,0.081,0.617,0.178,Normal
903,2026-02-07T15:00:00.000Z,jharia-open-pit,zone-d,PZ-401,2.71,0.85,6.99,1.21,4.25,56,-78,87,1.113,0.171,1.518,0.575,Critical
904,2026-02-07T16:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,0.79,0,1.2,0.05,0.59,15,-69,83,0,0.038,0.118,0.098,Normal
905,2026-02-07T17:00:00.000Z,singareni-s4,zone-c,PZ-401,0.6,0,0.55,0,0,14,-71,97,0,0,0.084,0.039,Normal
906,2026-02-07T18:00:00.000Z,singareni-s4,zone-b,PZ-401,0.45,0.14,0,0.19,0.45,15,-70,86,0.041,1.9,0.068,0.059,Normal
907,2026-02-07T19:00:00.000Z,singareni-s4,zone-d,SN-101,0,0,0.28,0,0.45,25,-78,97,0,0,0,0.079,Normal
908,2026-02-07T20:00:00.000Z,korba-west-bench,zone-d,SN-101,1.29,0.36,1.88,0.52,1.42,44,-62,100,0.223,0.263,0.568,0.269,Normal
909,2026-02-07T21:00:00.000Z,singareni-s4,zone-c,EX-201,0.75,0.14,0.97,0,0.37,24,-80,87,0.014,0,0.18,0.138,Normal
910,2026-02-07T22:00:00.000Z,korba-west-bench,zone-a,SN-101,0.93,0.14,1.65,0.09,0.72,33,-79,67,0.027,0.051,0.307,0.082,Normal
911,2026-02-07T23:00:00.000Z,singareni-s4,zone-a,PZ-401,0.94,0,0.9,0,1.4,22,-76,95,0,0,0.207,0.121,Normal
912,2026-02-08T00:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.5,0,1.46,0.01,1.93,23,-72,61,0,0.006,0.115,0.071,Normal
913,2026-02-08T01:00:00.000Z,singareni-s4,zone-c,PZ-401,1.73,0.25,1.92,0.33,2.15,47,-72,66,0.108,0.163,0.813,0.338,Warning
914,2026-02-08T02:00:00.000Z,singareni-s4,zone-b,EX-201,0.32,0.23,0.81,0,0.98,23,-83,65,0.023,0,0.074,0.071,Normal
915,2026-02-08T03:00:00.000Z,korba-west-bench,zone-a,SN-101,3.49,0.96,7.55,1.05,4,67,-73,96,1.104,0.137,2.338,0.664,Critical
916,2026-02-08T04:00:00.000Z,raniganj-south-slope,zone-b,EX-201,0.72,0.04,0.81,0,0,20,-82,89,0.004,0,0.144,0.091,Normal
917,2026-02-08T05:00:00.000Z,raniganj-south-slope,zone-d,TL-301,1.65,0.46,1.82,0.56,1.74,43,-63,79,0.304,0.292,0.709,0.336,Warning
918,2026-02-08T06:00:00.000Z,jharia-open-pit,zone-b,EX-201,4.1,0.96,8.46,1.27,3.15,74,-74,71,1.315,0.148,3.034,0.692,Critical
919,2026-02-08T07:00:00.000Z,singareni-s4,zone-b,EX-201,0.97,0,0.99,0.17,0,23,-79,76,0,0.156,0.223,0.034,Normal
920,2026-02-08T08:00:00.000Z,raniganj-south-slope,zone-a,EX-201,0.3,0.05,1.01,0.05,0.74,25,-61,63,0.008,0.045,0.075,0.122,Normal
921,2026-02-08T09:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.5,0,0.45,0.25,0.86,40,-70,71,0,0.455,0.2,0.089,Normal
922,2026-02-08T10:00:00.000Z,korba-west-bench,zone-c,TL-301,0.99,0.2,0.24,0,1.35,33,-70,75,0.02,0,0.327,0.171,Normal
923,2026-02-08T11:00:00.000Z,korba-west-bench,zone-d,TL-301,0,0.29,1.31,0.07,0.9,34,-67,63,0.049,0.05,0,0.131,Normal
924,2026-02-08T12:00:00.000Z,singareni-s4,zone-b,EX-201,4.01,0.64,6.9,1.39,2.66,79,-61,88,0.954,0.199,3.168,0.605,Critical
925,2026-02-08T13:00:00.000Z,raniganj-south-slope,zone-c,TL-301,1.06,0.05,1.11,0.07,0.61,27,-65,89,0.009,0.058,0.286,0.092,Normal
926,2026-02-08T14:00:00.000Z,korba-west-bench,zone-d,TL-301,0.71,0,0.12,0.06,0,17,-82,92,0,0.273,0.121,0.084,Normal
927,2026-02-08T15:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.56,0.17,2.33,0.19,1.24,21,-81,66,0.049,0.078,0.118,0.125,Normal
928,2026-02-08T16:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,1.7,0.33,2.99,0.45,1.3,58,-82,66,0.182,0.146,0.986,0.283,Normal
929,2026-02-08T17:00:00.000Z,raniganj-south-slope,zone-d,TL-301,0.02,0.21,2.12,0,0.58,15,-82,71,0.021,0,0.003,0.146,Normal
930,2026-02-08T18:00:00.000Z,jharia-open-pit,zone-a,TL-301,0.46,0.04,0,0.08,1.33,32,-82,91,0.007,0.8,0.147,0.143,Normal
931,2026-02-08T19:00:00.000Z,singareni-s4,zone-d,SN-101,0,0.08,0.98,0,1.59,23,-77,86,0.008,0,0,0.057,Normal
932,2026-02-08T20:00:00.000Z,korba-west-bench,zone-b,PZ-401,1.49,0.38,3.7,0.48,0.65,47,-63,68,0.22,0.126,0.7,0.346,Warning
933,2026-02-08T21:00:00.000Z,singareni-s4,zone-b,SN-101,0.96,0.21,3.2,0.38,1.77,48,-63,98,0.101,0.115,0.461,0.218,Normal
934,2026-02-08T22:00:00.000Z,korba-west-bench,zone-a,TL-301,0.3,0,0.31,0.05,0.52,23,-76,74,0,0.122,0.069,0.05,Normal
935,2026-02-08T23:00:00.000Z,raniganj-south-slope,zone-c,SN-101,3.07,0.68,6.24,1.29,2.75,79,-74,74,0.945,0.203,2.425,0.588,Critical
936,2026-02-09T00:00:00.000Z,jharia-open-pit,zone-c,SN-101,0.53,0,1.5,0.04,0.58,21,-77,82,0,0.025,0.111,0.103,Normal
937,2026-02-09T01:00:00.000Z,singareni-s4,zone-b,SN-101,1.4,0.29,4.32,0.68,2.03,59,-66,94,0.226,0.154,0.826,0.319,Warning
938,2026-02-09T02:00:00.000Z,singareni-s4,zone-c,EX-201,0.29,0,0,0,0.43,19,-78,74,0,0,0.055,0.05,Normal
939,2026-02-09T03:00:00.000Z,raniganj-south-slope,zone-b,TL-301,1.5,0.34,3.43,0.28,2.29,40,-69,80,0.129,0.079,0.6,0.262,Normal
940,2026-02-09T04:00:00.000Z,singareni-s4,zone-c,SN-101,1.09,0.15,0,0.15,0,15,-83,63,0.037,1.5,0.164,0.068,Normal
941,2026-02-09T05:00:00.000Z,raniganj-south-slope,zone-a,SN-101,0.53,0.02,0,0.22,1.92,34,-76,79,0.006,2.2,0.18,0.163,Normal
942,2026-02-09T06:00:00.000Z,jharia-open-pit,zone-d,SN-101,0.95,0.27,1.83,0.15,0.3,31,-80,79,0.068,0.078,0.294,0.213,Normal
943,2026-02-09T07:00:00.000Z,singareni-s4,zone-d,EX-201,0.13,0,0.7,0.04,0.03,31,-81,86,0,0.05,0.04,0.027,Normal
944,2026-02-09T08:00:00.000Z,raniganj-south-slope,zone-c,TL-301,3.23,0.72,6.78,1.3,4.67,70,-73,74,1.008,0.189,2.261,0.605,Critical
945,2026-02-09T09:00:00.000Z,raniganj-south-slope,zone-c,EX-201,0.47,0,0,0.04,1.15,18,-85,96,0,0.4,0.085,0.06,Normal
946,2026-02-09T10:00:00.000Z,jharia-open-pit,zone-b,PZ-401,0.16,0.26,2.88,0.34,1.62,48,-60,98,0.114,0.114,0.077,0.161,Normal
947,2026-02-09T11:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,0.49,0.04,0.61,0.26,0.77,24,-70,68,0.014,0.366,0.118,-0.023,Normal
948,2026-02-09T12:00:00.000Z,raniganj-south-slope,zone-b,EX-201,0.7,0.11,1.08,0.32,0.95,23,-85,63,0.046,0.271,0.161,0.11,Normal
949,2026-02-09T13:00:00.000Z,jharia-open-pit,zone-d,SN-101,0.2,0,1.2,0.22,1.33,28,-66,79,0,0.169,0.056,0.133,Normal
950,2026-02-09T14:00:00.000Z,singareni-s4,zone-b,PZ-401,1.09,0.08,1.01,0.14,0.04,27,-62,97,0.019,0.126,0.294,0.079,Normal
951,2026-02-09T15:00:00.000Z,jharia-open-pit,zone-d,PZ-401,1.18,0.19,1,0.17,0.31,22,-64,65,0.051,0.155,0.26,0.13,Normal
952,2026-02-09T16:00:00.000Z,korba-west-bench,zone-d,EX-201,3.58,0.79,8.01,0.97,3.25,76,-60,84,0.845,0.12,2.721,0.703,Critical
953,2026-02-09T17:00:00.000Z,raniganj-south-slope,zone-d,EX-201,1.75,0.3,2.64,0.44,1.78,36,-83,60,0.162,0.161,0.63,0.254,Normal
954,2026-02-09T18:00:00.000Z,singareni-s4,zone-c,SN-101,0,0.15,0.95,0.26,1.12,21,-64,65,0.054,0.248,0,0.138,Normal
955,2026-02-09T19:00:00.000Z,jharia-open-pit,zone-c,EX-201,0.28,0.12,0.9,0,0.62,34,-71,94,0.012,0,0.095,0.102,Normal
956,2026-02-09T20:00:00.000Z,korba-west-bench,zone-c,PZ-401,1.51,0.5,3.01,0.32,2.43,35,-68,74,0.21,0.103,0.528,0.263,Normal
957,2026-02-09T21:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,0,0.12,0,0.33,0,32,-81,79,0.052,3.3,0,0.1,Normal
958,2026-02-09T22:00:00.000Z,jharia-open-pit,zone-d,SN-101,0.85,0.21,0.45,0.31,1.29,32,-73,88,0.086,0.564,0.272,0.093,Normal
959,2026-02-09T23:00:00.000Z,raniganj-south-slope,zone-d,SN-101,0.23,0.29,0.62,0.38,0.95,22,-61,62,0.139,0.528,0.051,0.162,Normal
960,2026-02-10T00:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,1.25,0.43,3.51,0.63,1.21,54,-76,95,0.314,0.175,0.675,0.282,Normal
961,2026-02-10T01:00:00.000Z,jharia-open-pit,zone-b,TL-301,0.83,0,0.7,0.1,1.55,19,-71,78,0,0.125,0.158,0.126,Normal
962,2026-02-10T02:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.97,0.13,1.02,0.11,0,26,-76,72,0.027,0.098,0.252,0.155,Normal
963,2026-02-10T03:00:00.000Z,jharia-open-pit,zone-c,EX-201,1.96,0.35,3.88,0.58,1.23,41,-75,97,0.238,0.146,0.804,0.308,Warning
964,2026-02-10T04:00:00.000Z,korba-west-bench,zone-c,SN-101,2.88,0.81,7.08,1.27,2.68,82,-83,65,1.11,0.177,2.362,0.583,Critical
965,2026-02-10T05:00:00.000Z,singareni-s4,zone-d,EX-201,0.51,0.18,1.4,0.07,0.7,38,-66,96,0.031,0.047,0.194,0.101,Normal
966,2026-02-10T06:00:00.000Z,raniganj-south-slope,zone-d,SN-101,1.13,0.1,0,0.23,1.01,32,-77,62,0.033,2.3,0.362,0.161,Normal
967,2026-02-10T07:00:00.000Z,singareni-s4,zone-d,TL-301,0.63,0.04,1.6,0.2,0.32,31,-64,95,0.012,0.118,0.195,0.07,Normal
968,2026-02-10T08:00:00.000Z,singareni-s4,zone-d,EX-201,0.59,0.08,1.35,0.18,1.5,27,-60,93,0.022,0.124,0.159,0.156,Normal
969,2026-02-10T09:00:00.000Z,singareni-s4,zone-d,TL-301,0.05,0,1.58,0.23,1.14,25,-66,80,0,0.137,0.013,0.153,Normal
970,2026-02-10T10:00:00.000Z,raniganj-south-slope,zone-b,EX-201,1.07,0.14,1.86,0.09,0.94,28,-83,94,0.027,0.046,0.3,0.114,Normal
971,2026-02-10T11:00:00.000Z,raniganj-south-slope,zone-a,SN-101,3.55,0.83,8.37,1.23,3.59,81,-70,63,1.104,0.145,2.876,0.641,Critical
972,2026-02-10T12:00:00.000Z,jharia-open-pit,zone-b,EX-201,0.4,0.07,0,0.25,0.46,27,-69,86,0.025,2.5,0.108,0.063,Normal
973,2026-02-10T13:00:00.000Z,jharia-open-pit,zone-c,EX-201,0.33,0.11,0.1,0.16,0.51,20,-75,92,0.029,0.8,0.066,0.011,Normal
974,2026-02-10T14:00:00.000Z,korba-west-bench,zone-d,PZ-401,3.34,0.94,6.9,1.27,3.38,76,-82,94,1.288,0.181,2.538,0.632,Critical
975,2026-02-10T15:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,0.83,0,1.99,0.19,0.51,23,-61,61,0,0.091,0.191,0.138,Normal
976,2026-02-10T16:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,0.51,0,0.76,0.2,0.16,38,-81,65,0,0.233,0.194,0.117,Normal
977,2026-02-10T17:00:00.000Z,singareni-s4,zone-c,SN-101,0.49,0.16,0.77,0.18,0.21,19,-65,67,0.045,0.207,0.093,0.035,Normal
978,2026-02-10T18:00:00.000Z,jharia-open-pit,zone-b,SN-101,0.37,0,0.44,0,0.45,29,-69,66,0,0,0.107,0.011,Normal
979,2026-02-10T19:00:00.000Z,singareni-s4,zone-a,PZ-401,0.57,0.1,0.49,0.21,0.19,11,-85,93,0.031,0.356,0.063,0.14,Normal
980,2026-02-10T20:00:00.000Z,jharia-open-pit,zone-b,TL-301,0.17,0.1,1.74,0.02,0.49,24,-82,80,0.012,0.011,0.041,0.097,Normal
981,2026-02-10T21:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,1.66,0.25,3.05,0.6,1.16,58,-79,67,0.175,0.19,0.963,0.29,Normal
982,2026-02-10T22:00:00.000Z,singareni-s4,zone-d,TL-301,0,0.01,0.85,0.26,0.91,34,-74,95,0.004,0.274,0,0.092,Normal
983,2026-02-10T23:00:00.000Z,korba-west-bench,zone-d,EX-201,1.17,0.09,1.52,0.27,0.85,18,-75,93,0.033,0.167,0.211,0.108,Normal
984,2026-02-11T00:00:00.000Z,singareni-s4,zone-c,SN-101,3.97,0.78,8.28,1.19,3.29,88,-82,99,1.006,0.142,3.494,0.689,Critical
985,2026-02-11T01:00:00.000Z,singareni-s4,zone-b,EX-201,0.63,0.28,0,0.26,1.23,27,-63,75,0.101,2.6,0.17,0.156,Normal
986,2026-02-11T02:00:00.000Z,jharia-open-pit,zone-d,PZ-401,3.54,1,8.11,1.24,3.08,66,-63,78,1.34,0.151,2.336,0.609,Critical
987,2026-02-11T03:00:00.000Z,jharia-open-pit,zone-a,EX-201,1.93,0.28,2.97,0.43,1.3,55,-64,97,0.148,0.14,1.062,0.23,Normal
988,2026-02-11T04:00:00.000Z,korba-west-bench,zone-a,PZ-401,4.16,0.96,6.05,1.38,3.54,73,-83,96,1.421,0.224,3.037,0.693,Critical
989,2026-02-11T05:00:00.000Z,korba-west-bench,zone-d,TL-301,1.63,0.43,4.18,0.63,1.76,54,-67,77,0.314,0.147,0.88,0.39,Warning
990,2026-02-11T06:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,1.52,0.29,3.52,0.53,1.37,48,-79,71,0.183,0.146,0.73,0.266,Normal
991,2026-02-11T07:00:00.000Z,singareni-s4,zone-c,TL-301,0.29,0.15,0,0,0.87,29,-62,60,0.015,0,0.084,0.082,Normal
992,2026-02-11T08:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,2.07,0.39,4.21,0.59,2.35,77,-67,74,0.269,0.137,1.594,0.374,Warning
993,2026-02-11T09:00:00.000Z,raniganj-south-slope,zone-c,EX-201,3.48,0.91,7.22,1.21,3.57,70,-66,73,1.192,0.165,2.436,0.661,Critical
994,2026-02-11T10:00:00.000Z,korba-west-bench,zone-d,TL-301,0.15,0.02,1.32,0,0.69,25,-72,91,0.002,0,0.037,0.104,Normal
995,2026-02-11T11:00:00.000Z,singareni-s4,zone-b,EX-201,0.84,0.02,1.4,0.25,1.03,24,-73,80,0.007,0.167,0.202,0.156,Normal
996,2026-02-11T12:00:00.000Z,singareni-s4,zone-c,EX-201,4.12,0.8,8.06,1.19,4.59,66,-70,62,1.032,0.146,2.719,0.712,Critical
997,2026-02-11T13:00:00.000Z,jharia-open-pit,zone-c,EX-201,1.89,0.1,2.11,0.5,1.75,46,-70,78,0.06,0.226,0.869,0.242,Normal
998,2026-02-11T14:00:00.000Z,singareni-s4,zone-c,SN-101,1.37,0.36,4.77,0.5,2.1,57,-62,74,0.216,0.103,0.781,0.364,Warning
999,2026-02-11T15:00:00.000Z,korba-west-bench,zone-c,EX-201,3.36,0.77,7.96,1.19,2.89,86,-78,79,0.993,0.148,2.89,0.66,Critical
1000,2026-02-11T16:00:00.000Z,jharia-open-pit,zone-c,PZ-401,1.23,0.32,3.78,0.41,1.75,40,-78,74,0.163,0.106,0.492,0.28,Normal
1001,2026-02-11T17:00:00.000Z,singareni-s4,zone-b,SN-101,0.03,0,0.86,0,1.42,32,-83,87,0,0,0.01,0.102,Normal
1002,2026-02-11T18:00:00.000Z,singareni-s4,zone-a,EX-201,0.9,0.05,0,0.21,1.19,18,-77,87,0.015,2.1,0.162,0.1,Normal
1003,2026-02-11T19:00:00.000Z,raniganj-south-slope,zone-c,TL-301,0.4,0,0.35,0,0.88,23,-82,73,0,0,0.092,0.125,Normal
1004,2026-02-11T20:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,1.06,0.1,0,0.09,0,15,-84,93,0.019,0.9,0.159,0.033,Normal
1005,2026-02-11T21:00:00.000Z,korba-west-bench,zone-a,TL-301,0.48,0,0.33,0.42,0.71,19,-82,98,0,0.977,0.091,0.067,Normal
1006,2026-02-11T22:00:00.000Z,singareni-s4,zone-d,SN-101,1.33,0.19,1.83,0.35,1.8,40,-63,66,0.085,0.181,0.532,0.233,Normal
1007,2026-02-11T23:00:00.000Z,korba-west-bench,zone-c,PZ-401,0.68,0,1.34,0.11,0.89,36,-82,99,0,0.076,0.245,0.146,Normal
1008,2026-02-12T00:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,2.65,0.66,8.29,1.46,3.91,68,-76,83,1.03,0.174,1.802,0.672,Critical
1009,2026-02-12T01:00:00.000Z,korba-west-bench,zone-c,TL-301,1.85,0.38,2.83,0.24,0.28,54,-82,81,0.129,0.082,0.999,0.249,Normal
1010,2026-02-12T02:00:00.000Z,korba-west-bench,zone-d,SN-101,3.87,0.72,7.19,1.19,3.8,63,-66,89,0.929,0.163,2.438,0.618,Critical
1011,2026-02-12T03:00:00.000Z,korba-west-bench,zone-b,EX-201,0.32,0.07,0,0.24,0.06,16,-82,63,0.024,2.4,0.051,0.098,Normal
1012,2026-02-12T04:00:00.000Z,korba-west-bench,zone-b,TL-301,0.13,0.07,1.02,0.08,1.31,28,-78,78,0.013,0.071,0.036,0.095,Normal
1013,2026-02-12T05:00:00.000Z,jharia-open-pit,zone-a,EX-201,3.44,0.69,7.62,1.02,3.07,71,-78,85,0.773,0.132,2.442,0.632,Critical
1014,2026-02-12T06:00:00.000Z,singareni-s4,zone-d,EX-201,0,0.09,1.1,0.06,1.5,21,-73,92,0.014,0.05,0,0.098,Normal
1015,2026-02-12T07:00:00.000Z,korba-west-bench,zone-c,TL-301,3.2,0.84,6.38,0.65,3.53,82,-69,66,0.63,0.1,2.624,0.527,Warning
1016,2026-02-12T08:00:00.000Z,singareni-s4,zone-d,TL-301,0.46,0,1.06,0.33,0,24,-68,76,0,0.284,0.11,0.108,Normal
1017,2026-02-12T09:00:00.000Z,korba-west-bench,zone-b,TL-301,0.22,0.01,1.04,0.01,0,24,-77,90,0.001,0.009,0.053,0.148,Normal
1018,2026-02-12T10:00:00.000Z,raniganj-south-slope,zone-b,TL-301,0.54,0,0.7,0.01,0.74,15,-75,89,0,0.013,0.081,0.066,Normal
1019,2026-02-12T11:00:00.000Z,korba-west-bench,zone-d,SN-101,1.83,0.34,3.59,0.6,2.32,46,-67,96,0.238,0.163,0.842,0.349,Warning
1020,2026-02-12T12:00:00.000Z,korba-west-bench,zone-d,EX-201,3.19,0.82,7.3,1.3,4.16,89,-68,85,1.148,0.176,2.839,0.708,Critical
1021,2026-02-12T13:00:00.000Z,raniganj-south-slope,zone-d,TL-301,1.34,0.54,1.6,0.5,1.13,45,-61,62,0.324,0.294,0.603,0.209,Normal
1022,2026-02-12T14:00:00.000Z,singareni-s4,zone-c,SN-101,0.77,0.06,1.33,0,0.61,22,-66,63,0.006,0,0.169,0.053,Normal
1023,2026-02-12T15:00:00.000Z,jharia-open-pit,zone-a,TL-301,0.63,0,0.11,0.01,0,30,-63,85,0,0.048,0.189,0.136,Normal
1024,2026-02-12T16:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.07,0.16,1.42,0.08,1.55,28,-80,70,0.029,0.053,0.02,0.095,Normal
1025,2026-02-12T17:00:00.000Z,singareni-s4,zone-c,SN-101,0,0.15,0.59,0.2,0,32,-79,72,0.045,0.29,0,0.111,Normal
1026,2026-02-12T18:00:00.000Z,singareni-s4,zone-c,EX-201,0.54,0.05,1.3,0.11,0,23,-66,82,0.011,0.079,0.124,0.167,Normal
1027,2026-02-12T19:00:00.000Z,korba-west-bench,zone-d,SN-101,1.25,0.51,3.45,0.41,0.9,45,-80,90,0.26,0.115,0.563,0.27,Normal
1028,2026-02-12T20:00:00.000Z,jharia-open-pit,zone-d,PZ-401,1.1,0.41,2.14,0.68,1.3,44,-75,71,0.32,0.304,0.484,0.224,Normal
1029,2026-02-12T21:00:00.000Z,korba-west-bench,zone-c,TL-301,0,0.13,0.92,0.27,1.54,28,-77,73,0.048,0.265,0,0.113,Normal
1030,2026-02-12T22:00:00.000Z,jharia-open-pit,zone-b,PZ-401,3.91,0.82,6.99,1.45,3.72,70,-66,98,1.271,0.205,2.737,0.706,Critical
