reading_id,timestamp,site_id,zone_id,sensor_id,ground_displacement_mm,displacement_rate_mm_hr,tilt_angle_deg,tilt_rate_deg_hr,crack_width_mm,crack_rate_mm_hr,vibration_ppv_mms,soil_moisture_pct,sensor_battery_pct,risk_class
813,2026-02-03T21:00:00.000Z,raniganj-south-slope,zone-d,EX-201,29.86,5.69,4.05,1.32,6.87,1.89,4.85,74,97,Critical
814,2026-02-03T22:00:00.000Z,jharia-open-pit,zone-c,SN-101,0.49,0.29,0.70,0.12,1.19,0.15,0.97,35,63,Normal
815,2026-02-03T23:00:00.000Z,singareni-s4,zone-a,TL-301,2.61,0.05,0.63,0.02,1.00,0.17,0.04,23,92,Normal
816,2026-02-04T00:00:00.000Z,raniganj-south-slope,zone-d,SN-101,1.47,0.19,0.33,0.02,1.29,0.18,0.72,35,83,Normal
817,2026-02-04T01:00:00.000Z,raniganj-south-slope,zone-c,EX-201,1.00,0.16,0.27,0.02,0.29,0.03,0.52,22,84,Normal
818,2026-02-04T02:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.52,0.27,0.22,0.10,0.78,0.03,0.59,31,70,Normal
819,2026-02-04T03:00:00.000Z,korba-west-bench,zone-a,TL-301,2.29,0.17,0.36,0.05,0.29,0.15,0.16,19,80,Normal
820,2026-02-04T04:00:00.000Z,raniganj-south-slope,zone-d,TL-301,16.56,6.16,5.84,0.94,10.45,1.30,4.17,87,62,Critical
821,2026-02-04T05:00:00.000Z,singareni-s4,zone-b,PZ-401,1.48,0.67,0.42,0.06,0.69,0.15,0.06,25,86,Normal
822,2026-02-04T06:00:00.000Z,singareni-s4,zone-b,SN-101,0.54,0.12,0.07,0.08,1.42,0.10,0.56,18,94,Normal
823,2026-02-04T07:00:00.000Z,raniganj-south-slope,zone-d,EX-201,1.38,0.17,0.16,0.07,0.73,0.09,0.48,15,65,Normal
824,2026-02-04T08:00:00.000Z,korba-west-bench,zone-c,EX-201,10.05,1.20,1.63,0.59,1.70,0.51,1.58,60,89,Warning
825,2026-02-04T09:00:00.000Z,jharia-open-pit,zone-a,SN-102,1.53,0.13,0.75,0.01,1.33,0.13,0.11,24,91,Normal
826,2026-02-04T10:00:00.000Z,singareni-s4,zone-d,TL-301,10.69,1.83,1.45,0.15,2.94,0.53,1.96,42,60,Warning
827,2026-02-04T11:00:00.000Z,singareni-s4,zone-d,EX-201,3.82,0.66,0.61,0.07,0.21,0.03,1.05,37,69,Normal
828,2026-02-04T12:00:00.000Z,singareni-s4,zone-d,SN-102,2.67,0.26,0.08,0.03,1.02,0.14,1.12,15,65,Normal
829,2026-02-04T13:00:00.000Z,jharia-open-pit,zone-a,SN-102,23.57,4.34,5.60,1.02,8.30,1.98,5.31,66,95,Critical
830,2026-02-04T14:00:00.000Z,jharia-open-pit,zone-b,TL-301,2.27,0.69,0.02,0.11,0.23,0.18,0.84,16,62,Normal
831,2026-02-04T15:00:00.000Z,korba-west-bench,zone-c,SN-102,3.24,0.78,0.39,0.10,0.13,0.05,0.16,21,87,Normal
832,2026-02-04T16:00:00.000Z,korba-west-bench,zone-c,SN-102,2.82,0.13,0.38,0.14,1.15,0.12,0.32,26,61,Normal
833,2026-02-04T17:00:00.000Z,korba-west-bench,zone-b,TL-301,1.50,0.53,0.30,0.03,1.33,0.04,0.98,36,92,Normal
834,2026-02-04T18:00:00.000Z,singareni-s4,zone-b,TL-301,2.87,0.49,0.42,0.04,0.45,0.07,0.02,25,65,Normal
835,2026-02-04T19:00:00.000Z,jharia-open-pit,zone-d,SN-101,27.58,5.23,2.94,1.28,11.55,2.17,4.83,64,64,Critical
836,2026-02-04T20:00:00.000Z,jharia-open-pit,zone-d,SN-101,1.93,0.74,0.21,0.13,0.57,0.03,0.01,20,94,Normal
837,2026-02-04T21:00:00.000Z,raniganj-south-slope,zone-b,EX-201,2.63,0.26,0.19,0.03,1.10,0.06,0.94,28,93,Normal
838,2026-02-04T22:00:00.000Z,raniganj-south-slope,zone-b,SN-102,4.29,0.04,0.25,0.05,1.25,0.16,0.60,33,86,Normal
839,2026-02-04T23:00:00.000Z,raniganj-south-slope,zone-d,EX-201,1.79,0.20,0.59,0.05,0.24,0.02,0.40,22,74,Normal
840,2026-02-05T00:00:00.000Z,korba-west-bench,zone-c,SN-101,0.24,0.10,0.77,0.03,0.21,0.13,0.09,19,99,Normal
841,2026-02-05T01:00:00.000Z,singareni-s4,zone-d,TL-301,3.26,0.57,0.00,0.06,0.10,0.02,0.13,20,94,Normal
842,2026-02-05T02:00:00.000Z,jharia-open-pit,zone-b,SN-102,5.74,1.71,1.01,0.53,1.87,0.71,2.31,61,72,Warning
843,2026-02-05T03:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,11.15,1.81,2.31,0.34,1.54,0.47,2.86,61,61,Warning
844,2026-02-05T04:00:00.000Z,jharia-open-pit,zone-d,SN-102,3.81,0.69,0.29,0.06,0.11,0.14,0.08,15,76,Normal
845,2026-02-05T05:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,7.08,1.96,1.29,0.20,4.61,0.55,1.29,52,99,Warning
846,2026-02-05T06:00:00.000Z,singareni-s4,zone-a,SN-102,6.66,1.72,1.02,0.49,4.02,0.69,2.61,63,91,Warning
847,2026-02-05T07:00:00.000Z,korba-west-bench,zone-c,EX-201,10.40,2.03,2.37,0.38,3.53,0.72,2.42,55,98,Warning
848,2026-02-05T08:00:00.000Z,korba-west-bench,zone-d,SN-102,15.91,4.64,2.77,1.03,7.04,1.44,4.08,81,98,Critical
849,2026-02-05T09:00:00.000Z,singareni-s4,zone-d,TL-301,19.49,3.21,5.59,1.63,5.64,2.42,5.71,67,97,Critical
850,2026-02-05T10:00:00.000Z,singareni-s4,zone-c,SN-101,22.23,4.44,4.10,1.56,11.70,1.23,2.67,94,66,Critical
851,2026-02-05T11:00:00.000Z,jharia-open-pit,zone-c,EX-201,8.74,0.87,1.34,0.38,4.30,0.53,2.34,35,84,Warning
852,2026-02-05T12:00:00.000Z,korba-west-bench,zone-c,EX-201,2.49,0.25,0.77,0.09,0.55,0.17,1.11,16,62,Normal
853,2026-02-05T13:00:00.000Z,jharia-open-pit,zone-b,PZ-401,6.22,2.34,1.72,0.48,3.82,0.39,2.10,43,90,Warning
854,2026-02-05T14:00:00.000Z,jharia-open-pit,zone-a,SN-101,0.12,0.41,0.20,0.08,0.27,0.13,0.22,27,67,Normal
855,2026-02-05T15:00:00.000Z,korba-west-bench,zone-b,EX-201,0.08,0.69,0.38,0.02,1.38,0.11,0.71,23,70,Normal
856,2026-02-05T16:00:00.000Z,singareni-s4,zone-d,SN-102,0.38,0.44,0.50,0.00,0.81,0.18,0.04,22,97,Normal
857,2026-02-05T17:00:00.000Z,jharia-open-pit,zone-b,EX-201,0.13,0.39,0.20,0.02,1.10,0.01,1.20,39,62,Normal
858,2026-02-05T18:00:00.000Z,singareni-s4,zone-c,SN-101,23.13,5.65,3.66,0.66,6.01,1.02,5.60,89,72,Critical
859,2026-02-05T19:00:00.000Z,korba-west-bench,zone-a,SN-102,12.45,4.59,2.66,1.21,6.80,1.83,3.54,62,83,Critical
860,2026-02-05T20:00:00.000Z,raniganj-south-slope,zone-b,SN-101,5.82,0.95,1.85,0.58,3.42,0.35,1.80,59,68,Warning
861,2026-02-05T21:00:00.000Z,korba-west-bench,zone-a,SN-101,1.86,0.76,0.37,0.10,1.01,0.05,1.12,22,73,Normal
862,2026-02-05T22:00:00.000Z,singareni-s4,zone-c,SN-102,17.37,5.99,4.10,1.10,5.05,0.93,2.92,67,74,Critical
863,2026-02-05T23:00:00.000Z,jharia-open-pit,zone-a,PZ-401,0.05,0.39,0.32,0.13,0.48,0.19,0.72,19,60,Normal
864,2026-02-06T00:00:00.000Z,singareni-s4,zone-b,TL-301,0.32,0.73,0.06,0.02,0.90,0.16,0.74,18,76,Normal
865,2026-02-06T01:00:00.000Z,singareni-s4,zone-c,EX-201,0.94,0.08,0.56,0.06,1.22,0.03,1.05,34,84,Normal
866,2026-02-06T02:00:00.000Z,jharia-open-pit,zone-a,EX-201,28.01,2.76,5.87,0.62,10.67,2.29,6.27,89,73,Critical
867,2026-02-06T03:00:00.000Z,korba-west-bench,zone-a,SN-102,8.21,1.32,1.51,0.55,3.00,0.57,2.36,44,99,Warning
868,2026-02-06T04:00:00.000Z,raniganj-south-slope,zone-b,TL-301,2.17,0.68,0.55,0.07,0.53,0.17,0.42,28,85,Normal
869,2026-02-06T05:00:00.000Z,jharia-open-pit,zone-a,PZ-401,5.47,2.11,1.84,0.44,3.28,0.69,2.21,55,99,Warning
870,2026-02-06T06:00:00.000Z,jharia-open-pit,zone-c,PZ-401,1.63,0.39,0.07,0.00,0.74,0.03,0.72,34,94,Normal
871,2026-02-06T07:00:00.000Z,singareni-s4,zone-b,TL-301,4.38,0.03,0.07,0.10,0.38,0.06,0.31,38,60,Normal
872,2026-02-06T08:00:00.000Z,raniganj-south-slope,zone-a,SN-102,2.21,0.60,0.51,0.10,1.34,0.15,0.92,17,81,Normal
873,2026-02-06T09:00:00.000Z,korba-west-bench,zone-d,SN-101,1.55,0.16,0.36,0.02,0.90,0.05,0.29,30,70,Normal
874,2026-02-06T10:00:00.000Z,korba-west-bench,zone-d,SN-102,2.00,0.58,0.04,0.15,0.85,0.17,0.38,20,88,Normal
875,2026-02-06T11:00:00.000Z,singareni-s4,zone-c,SN-102,2.51,0.53,0.11,0.01,0.69,0.04,0.61,32,66,Normal
876,2026-02-06T12:00:00.000Z,jharia-open-pit,zone-a,TL-301,15.77,6.18,4.82,0.59,7.36,1.18,5.05,77,97,Critical
877,2026-02-06T13:00:00.000Z,jharia-open-pit,zone-c,SN-101,19.83,4.87,5.98,0.66,7.25,2.53,3.71,93,62,Critical
878,2026-02-06T14:00:00.000Z,jharia-open-pit,zone-b,SN-102,23.90,6.76,3.77,1.42,5.08,2.38,4.61,92,89,Critical
879,2026-02-06T15:00:00.000Z,singareni-s4,zone-d,SN-101,0.96,0.10,0.46,0.10,1.10,0.17,0.98,36,68,Normal
880,2026-02-06T16:00:00.000Z,korba-west-bench,zone-b,TL-301,0.63,0.19,0.76,0.09,0.05,0.16,0.73,36,90,Normal
881,2026-02-06T17:00:00.000Z,singareni-s4,zone-c,SN-101,0.51,0.69,0.57,0.04,0.43,0.04,0.06,25,75,Normal
882,2026-02-06T18:00:00.000Z,korba-west-bench,zone-d,PZ-401,8.67,0.98,1.44,0.45,1.98,0.48,1.25,59,66,Warning
883,2026-02-06T19:00:00.000Z,jharia-open-pit,zone-c,SN-101,9.42,2.35,2.25,0.37,3.72,0.41,1.94,59,83,Warning
884,2026-02-06T20:00:00.000Z,raniganj-south-slope,zone-c,SN-102,2.61,0.29,0.01,0.09,0.95,0.00,0.23,31,94,Normal
885,2026-02-06T21:00:00.000Z,jharia-open-pit,zone-c,SN-101,3.14,0.23,0.01,0.08,1.00,0.07,0.91,29,83,Normal
886,2026-02-06T22:00:00.000Z,raniganj-south-slope,zone-b,EX-201,0.64,0.69,0.34,0.01,0.41,0.18,0.97,36,95,Normal
887,2026-02-06T23:00:00.000Z,korba-west-bench,zone-d,SN-102,3.47,0.18,0.73,0.11,1.15,0.18,0.66,26,67,Normal
888,2026-02-07T00:00:00.000Z,singareni-s4,zone-c,TL-301,1.92,0.54,0.77,0.05,1.36,0.09,0.02,30,79,Normal
889,2026-02-07T01:00:00.000Z,korba-west-bench,zone-b,PZ-401,3.60,0.69,0.75,0.04,0.33,0.13,0.82,32,71,Normal
890,2026-02-07T02:00:00.000Z,singareni-s4,zone-a,TL-301,29.46,2.95,4.04,0.84,9.61,1.43,3.10,91,80,Critical
891,2026-02-07T03:00:00.000Z,jharia-open-pit,zone-b,SN-101,9.05,1.52,1.66,0.48,4.40,0.29,2.04,55,72,Warning
892,2026-02-07T04:00:00.000Z,singareni-s4,zone-c,TL-301,10.59,1.43,1.61,0.32,2.69,0.43,1.71,55,69,Warning
893,2026-02-07T05:00:00.000Z,jharia-open-pit,zone-b,SN-101,1.05,0.59,0.41,0.03,0.29,0.16,0.77,31,75,Normal
894,2026-02-07T06:00:00.000Z,singareni-s4,zone-d,SN-102,11.26,1.13,2.42,0.23,4.66,0.44,1.38,53,64,Warning
895,2026-02-07T07:00:00.000Z,jharia-open-pit,zone-a,SN-102,2.05,0.59,0.23,0.13,0.12,0.15,1.10,37,85,Normal
896,2026-02-07T08:00:00.000Z,singareni-s4,zone-a,SN-101,2.49,0.35,0.65,0.01,0.64,0.10,0.87,24,75,Normal
897,2026-02-07T09:00:00.000Z,raniganj-south-slope,zone-d,SN-101,2.40,0.37,0.21,0.07,0.68,0.18,0.24,36,93,Normal
898,2026-02-07T10:00:00.000Z,jharia-open-pit,zone-d,TL-301,0.70,0.75,0.05,0.10,0.26,0.20,1.06,32,71,Normal
899,2026-02-07T11:00:00.000Z,singareni-s4,zone-c,SN-101,11.43,1.45,0.85,0.19,2.96,0.26,2.67,63,90,Warning
900,2026-02-07T12:00:00.000Z,jharia-open-pit,zone-c,SN-101,2.09,0.17,0.49,0.07,0.07,0.19,0.44,18,91,Normal
901,2026-02-07T13:00:00.000Z,jharia-open-pit,zone-c,TL-301,6.73,2.32,0.95,0.39,4.66,0.68,2.84,60,61,Warning
902,2026-02-07T14:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.00,0.12,0.68,0.08,1.12,0.10,1.01,38,60,Normal
903,2026-02-07T15:00:00.000Z,singareni-s4,zone-b,SN-101,12.47,3.99,4.01,1.14,11.59,1.62,3.14,87,92,Critical
904,2026-02-07T16:00:00.000Z,jharia-open-pit,zone-d,SN-102,2.13,0.34,0.74,0.14,1.34,0.09,0.09,27,89,Normal
905,2026-02-07T17:00:00.000Z,jharia-open-pit,zone-c,PZ-401,8.14,1.97,1.97,0.42,2.89,0.52,1.56,58,88,Warning
906,2026-02-07T18:00:00.000Z,raniganj-south-slope,zone-b,SN-101,9.31,1.24,1.38,0.57,2.38,0.56,2.44,53,61,Warning
907,2026-02-07T19:00:00.000Z,raniganj-south-slope,zone-a,TL-301,2.91,0.28,0.71,0.14,0.38,0.14,0.37,20,82,Normal
908,2026-02-07T20:00:00.000Z,raniganj-south-slope,zone-a,SN-102,3.48,0.69,0.49,0.08,0.31,0.18,0.51,25,74,Normal
909,2026-02-07T21:00:00.000Z,korba-west-bench,zone-c,SN-102,4.27,0.31,0.20,0.12,0.94,0.10,0.47,37,84,Normal
910,2026-02-07T22:00:00.000Z,singareni-s4,zone-d,SN-102,10.68,2.26,0.94,0.28,3.81,0.32,1.41,58,81,Warning
911,2026-02-07T23:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,0.68,0.59,0.61,0.10,0.09,0.11,1.05,29,74,Normal
912,2026-02-08T00:00:00.000Z,singareni-s4,zone-d,PZ-401,3.13,0.67,0.08,0.02,0.40,0.16,0.62,29,69,Normal
913,2026-02-08T01:00:00.000Z,jharia-open-pit,zone-b,TL-301,0.21,0.21,0.43,0.01,0.27,0.10,0.58,32,68,Normal
914,2026-02-08T02:00:00.000Z,raniganj-south-slope,zone-b,EX-201,4.09,0.06,0.05,0.12,0.31,0.09,0.98,38,63,Normal
915,2026-02-08T03:00:00.000Z,jharia-open-pit,zone-c,EX-201,3.11,0.19,0.10,0.14,1.23,0.18,0.85,18,76,Normal
916,2026-02-08T04:00:00.000Z,raniganj-south-slope,zone-c,SN-102,2.36,0.75,0.48,0.03,0.68,0.09,0.67,37,85,Normal
917,2026-02-08T05:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,1.98,0.25,0.05,0.07,0.29,0.17,0.05,19,97,Normal
918,2026-02-08T06:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,16.76,5.70,4.23,0.96,12.73,2.21,4.23,79,91,Critical
919,2026-02-08T07:00:00.000Z,jharia-open-pit,zone-b,PZ-401,20.28,4.08,3.16,1.67,11.61,1.17,2.75,64,65,Critical
920,2026-02-08T08:00:00.000Z,jharia-open-pit,zone-b,SN-102,7.98,2.40,1.44,0.17,3.60,0.69,1.72,64,86,Warning
921,2026-02-08T09:00:00.000Z,raniganj-south-slope,zone-d,SN-102,4.25,0.74,0.35,0.11,1.35,0.17,0.33,18,93,Normal
922,2026-02-08T10:00:00.000Z,raniganj-south-slope,zone-c,SN-102,1.30,0.16,0.08,0.09,1.13,0.18,0.32,26,92,Normal
923,2026-02-08T11:00:00.000Z,korba-west-bench,zone-b,SN-101,2.79,0.74,0.04,0.02,0.67,0.06,0.45,17,93,Normal
924,2026-02-08T12:00:00.000Z,raniganj-south-slope,zone-a,SN-102,6.32,2.30,0.92,0.59,2.79,0.74,2.36,51,79,Warning
925,2026-02-08T13:00:00.000Z,raniganj-south-slope,zone-d,TL-301,0.92,0.71,0.68,0.02,0.50,0.05,0.34,17,63,Normal
926,2026-02-08T14:00:00.000Z,singareni-s4,zone-b,EX-201,16.26,3.16,3.56,1.29,6.25,2.09,4.59,72,63,Critical
927,2026-02-08T15:00:00.000Z,jharia-open-pit,zone-b,SN-102,3.67,0.02,0.07,0.02,1.21,0.05,0.96,26,70,Normal
928,2026-02-08T16:00:00.000Z,korba-west-bench,zone-b,SN-102,1.57,0.50,0.33,0.05,0.26,0.08,0.71,17,92,Normal
929,2026-02-08T17:00:00.000Z,jharia-open-pit,zone-b,SN-101,1.92,0.05,0.38,0.14,0.21,0.20,1.17,34,66,Normal
930,2026-02-08T18:00:00.000Z,jharia-open-pit,zone-c,SN-102,2.38,0.17,0.06,0.11,1.40,0.05,0.55,34,73,Normal
931,2026-02-08T19:00:00.000Z,raniganj-south-slope,zone-b,SN-101,4.45,0.46,0.76,0.14,1.26,0.06,0.92,31,77,Normal
932,2026-02-08T20:00:00.000Z,singareni-s4,zone-a,SN-102,7.47,2.14,1.90,0.42,3.04,0.51,2.47,52,90,Warning
933,2026-02-08T21:00:00.000Z,jharia-open-pit,zone-d,EX-201,1.73,0.25,0.73,0.10,1.23,0.12,0.98,37,74,Normal
934,2026-02-08T22:00:00.000Z,jharia-open-pit,zone-d,EX-201,24.24,2.70,4.27,1.13,6.76,1.05,5.80,60,91,Critical
935,2026-02-08T23:00:00.000Z,raniganj-south-slope,zone-a,SN-102,3.22,0.11,0.15,0.01,0.34,0.17,0.31,19,66,Normal
936,2026-02-09T00:00:00.000Z,jharia-open-pit,zone-a,SN-101,10.87,1.24,1.71,0.36,4.37,0.61,1.78,47,69,Warning
937,2026-02-09T01:00:00.000Z,raniganj-south-slope,zone-a,TL-301,9.37,2.11,1.61,0.35,2.72,0.54,1.83,36,92,Warning
938,2026-02-09T02:00:00.000Z,korba-west-bench,zone-d,EX-201,2.44,0.75,0.62,0.14,0.29,0.04,0.77,17,78,Normal
939,2026-02-09T03:00:00.000Z,singareni-s4,zone-a,PZ-401,28.25,4.07,3.08,0.79,9.30,1.33,5.83,72,81,Critical
940,2026-02-09T04:00:00.000Z,raniganj-south-slope,zone-a,TL-301,10.36,1.72,2.51,0.36,4.50,0.46,1.80,62,73,Warning
941,2026-02-09T05:00:00.000Z,korba-west-bench,zone-a,TL-301,10.76,1.89,2.18,0.45,2.72,0.28,2.68,44,61,Warning
942,2026-02-09T06:00:00.000Z,jharia-open-pit,zone-b,SN-102,6.74,2.13,1.89,0.26,4.47,0.72,2.51,58,72,Warning
943,2026-02-09T07:00:00.000Z,jharia-open-pit,zone-c,SN-102,4.01,0.62,0.36,0.13,0.71,0.03,0.99,31,83,Normal
944,2026-02-09T08:00:00.000Z,jharia-open-pit,zone-d,PZ-401,3.74,0.54,0.18,0.11,0.98,0.03,1.04,15,68,Normal
945,2026-02-09T09:00:00.000Z,raniganj-south-slope,zone-b,SN-101,1.91,0.76,0.66,0.03,1.01,0.03,0.54,30,76,Normal
946,2026-02-09T10:00:00.000Z,korba-west-bench,zone-a,TL-301,4.26,0.34,0.30,0.05,0.65,0.08,0.28,26,86,Normal
947,2026-02-09T11:00:00.000Z,jharia-open-pit,zone-d,EX-201,3.04,0.68,0.16,0.02,0.13,0.17,1.16,38,86,Normal
948,2026-02-09T12:00:00.000Z,raniganj-south-slope,zone-c,SN-101,16.24,3.77,3.12,0.64,10.72,2.16,4.38,61,88,Critical
949,2026-02-09T13:00:00.000Z,jharia-open-pit,zone-b,PZ-401,1.96,0.45,0.03,0.02,0.81,0.16,0.68,25,60,Normal
950,2026-02-09T14:00:00.000Z,raniganj-south-slope,zone-b,SN-101,8.18,1.98,1.96,0.46,2.70,0.64,2.46,35,95,Warning
951,2026-02-09T15:00:00.000Z,raniganj-south-slope,zone-a,SN-101,3.13,0.74,0.25,0.06,1.12,0.00,0.58,26,94,Normal
952,2026-02-09T16:00:00.000Z,korba-west-bench,zone-c,EX-201,1.95,0.44,0.15,0.04,0.63,0.18,0.35,34,82,Normal
953,2026-02-09T17:00:00.000Z,korba-west-bench,zone-b,SN-101,1.30,0.08,0.01,0.07,0.78,0.00,1.05,30,71,Normal
954,2026-02-09T18:00:00.000Z,raniganj-south-slope,zone-a,EX-201,2.14,0.24,0.20,0.04,0.16,0.14,1.05,23,72,Normal
955,2026-02-09T19:00:00.000Z,korba-west-bench,zone-d,TL-301,3.81,0.43,0.43,0.01,0.73,0.07,1.19,19,74,Normal
956,2026-02-09T20:00:00.000Z,raniganj-south-slope,zone-b,TL-301,8.22,0.93,1.00,0.22,4.30,0.50,2.41,63,88,Warning
957,2026-02-09T21:00:00.000Z,raniganj-south-slope,zone-b,SN-102,14.47,3.32,3.81,1.38,11.24,1.45,3.82,93,76,Critical
958,2026-02-09T22:00:00.000Z,raniganj-south-slope,zone-a,SN-102,14.39,3.79,5.16,0.97,9.71,1.27,3.64,64,60,Critical
959,2026-02-09T23:00:00.000Z,raniganj-south-slope,zone-a,SN-102,11.00,1.51,2.12,0.26,4.69,0.74,2.16,49,75,Warning
960,2026-02-10T00:00:00.000Z,raniganj-south-slope,zone-b,SN-102,17.12,6.64,5.44,1.40,5.17,1.63,3.06,94,65,Critical
961,2026-02-10T01:00:00.000Z,raniganj-south-slope,zone-b,TL-301,21.92,4.82,4.84,0.62,9.99,1.62,4.59,55,77,Critical
962,2026-02-10T02:00:00.000Z,jharia-open-pit,zone-c,SN-101,2.25,0.21,0.07,0.02,0.75,0.08,0.76,34,72,Normal
963,2026-02-10T03:00:00.000Z,korba-west-bench,zone-c,EX-201,4.28,0.31,0.46,0.13,1.19,0.08,0.46,19,95,Normal
964,2026-02-10T04:00:00.000Z,jharia-open-pit,zone-a,PZ-401,1.85,0.30,0.70,0.00,1.00,0.18,0.30,28,74,Normal
965,2026-02-10T05:00:00.000Z,korba-west-bench,zone-b,SN-101,3.45,0.30,0.80,0.03,0.80,0.13,0.48,33,86,Normal
966,2026-02-10T06:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,1.40,0.22,0.76,0.05,1.18,0.18,1.14,24,99,Normal
967,2026-02-10T07:00:00.000Z,jharia-open-pit,zone-d,SN-102,2.48,0.78,0.35,0.12,0.39,0.08,0.54,36,77,Normal
968,2026-02-10T08:00:00.000Z,jharia-open-pit,zone-c,PZ-401,0.27,0.35,0.09,0.00,0.96,0.12,0.21,15,71,Normal
969,2026-02-10T09:00:00.000Z,raniganj-south-slope,zone-a,SN-101,3.78,0.24,0.09,0.04,0.77,0.17,,32,68,Normal
970,2026-02-10T10:00:00.000Z,raniganj-south-slope,zone-d,EX-201,1.92,0.69,0.67,0.09,0.60,0.01,0.51,16,74,Normal
971,2026-02-10T11:00:00.000Z,raniganj-south-slope,zone-c,TL-301,1.93,0.12,0.70,0.09,0.72,0.09,0.64,26,81,Normal
972,2026-02-10T12:00:00.000Z,korba-west-bench,zone-a,SN-101,4.32,0.19,0.65,0.02,1.31,0.07,0.57,21,94,Normal
973,2026-02-10T13:00:00.000Z,korba-west-bench,zone-d,EX-201,1.26,0.58,0.65,0.05,0.63,0.15,0.23,35,71,Normal
974,2026-02-10T14:00:00.000Z,raniganj-south-slope,zone-b,EX-201,17.75,2.99,4.83,0.51,9.54,1.50,4.01,90,74,Critical
975,2026-02-10T15:00:00.000Z,jharia-open-pit,zone-d,EX-201,24.98,4.58,5.25,1.61,7.45,2.43,2.64,62,88,Critical
976,2026-02-10T16:00:00.000Z,jharia-open-pit,zone-c,EX-201,7.57,2.28,1.12,0.40,4.16,0.45,,35,77,Warning
977,2026-02-10T17:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,3.63,0.66,0.19,0.07,0.94,0.18,0.01,27,92,Normal
978,2026-02-10T18:00:00.000Z,raniganj-south-slope,zone-c,EX-201,6.81,1.39,2.53,0.26,1.87,0.42,1.86,44,60,Warning
979,2026-02-10T19:00:00.000Z,singareni-s4,zone-b,SN-101,10.65,2.31,1.78,0.48,4.24,0.70,1.87,54,77,Warning
980,2026-02-10T20:00:00.000Z,singareni-s4,zone-a,PZ-401,14.70,3.23,3.13,0.63,12.32,1.06,5.26,74,64,Critical
981,2026-02-10T21:00:00.000Z,raniganj-south-slope,zone-b,SN-101,3.84,0.75,0.09,0.01,0.60,0.09,0.52,17,82,Normal
982,2026-02-10T22:00:00.000Z,korba-west-bench,zone-b,PZ-401,9.20,1.47,1.74,0.32,3.88,0.33,1.51,56,71,Warning
983,2026-02-10T23:00:00.000Z,raniganj-south-slope,zone-b,EX-201,10.76,1.78,2.25,0.34,2.79,0.37,2.74,54,87,Warning
984,2026-02-11T00:00:00.000Z,raniganj-south-slope,zone-d,SN-102,3.57,0.73,0.65,0.01,0.79,0.01,0.50,33,71,Normal
985,2026-02-11T01:00:00.000Z,korba-west-bench,zone-c,SN-101,1.05,0.17,0.02,0.01,0.85,0.11,0.53,20,91,Normal
986,2026-02-11T02:00:00.000Z,raniganj-south-slope,zone-c,EX-201,3.47,0.54,0.31,0.11,0.44,0.10,0.63,33,91,Normal
987,2026-02-11T03:00:00.000Z,jharia-open-pit,zone-b,SN-102,2.83,0.31,0.42,0.08,0.18,0.08,1.01,30,88,Normal
988,2026-02-11T04:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,3.88,0.63,0.60,0.05,1.24,0.08,0.15,31,72,Normal
989,2026-02-11T05:00:00.000Z,jharia-open-pit,zone-c,TL-301,9.16,2.03,1.06,0.48,2.88,0.44,1.94,37,77,Warning
990,2026-02-11T06:00:00.000Z,korba-west-bench,zone-b,PZ-401,3.88,0.61,0.44,0.09,0.10,0.03,0.54,36,89,Normal
991,2026-02-11T07:00:00.000Z,singareni-s4,zone-b,PZ-401,3.00,0.66,0.33,0.14,0.88,0.06,0.70,32,89,Normal
992,2026-02-11T08:00:00.000Z,jharia-open-pit,zone-d,SN-101,8.53,1.92,2.00,0.47,2.64,0.20,1.93,56,66,Warning
993,2026-02-11T09:00:00.000Z,raniganj-south-slope,zone-a,TL-301,3.80,0.44,0.39,0.04,0.92,0.12,0.99,16,90,Normal
994,2026-02-11T10:00:00.000Z,singareni-s4,zone-d,SN-101,6.35,2.12,2.50,0.19,3.85,0.53,1.77,58,70,Warning
995,2026-02-11T11:00:00.000Z,korba-west-bench,zone-b,TL-301,7.63,1.07,1.44,0.28,3.01,0.58,1.57,53,71,Warning
996,2026-02-11T12:00:00.000Z,singareni-s4,zone-a,TL-301,8.66,1.96,0.87,0.25,2.01,0.66,1.65,44,85,Warning
997,2026-02-11T13:00:00.000Z,raniganj-south-slope,zone-d,TL-301,21.15,6.01,5.72,1.14,10.74,2.48,3.67,86,82,Critical
998,2026-02-11T14:00:00.000Z,singareni-s4,zone-c,SN-101,1.28,0.33,0.16,0.11,1.28,0.12,0.43,35,81,Normal
999,2026-02-11T15:00:00.000Z,korba-west-bench,zone-d,TL-301,6.77,1.21,2.48,0.20,4.46,0.27,2.68,58,72,Warning
